cik,filingDate,issuerTradingSymbol,reportingOwnerName,reportingOwnerRelationship,accessionNumber,transactionDate,transactionCode,transactionShares,transactionPricePerShare,sharesOwnedFollowingTransaction,directOrIndirectOwnership
858470,2015-12-29,COG,Cunningham George Kevin,,0001209191-15-087241,2015-12-28,S,5670,17.16,36540,D
858470,2016-01-06,COG,Cunningham George Kevin,,0001209191-16-089657,2016-01-05,M,14660,,51200,D
858470,2016-01-06,COG,Cunningham George Kevin,,0001209191-16-089657,2016-01-05,F,3977,17.37,47223,D
858470,2016-01-06,COG,DINGES DAN O,,0001209191-16-089653,2016-01-05,M,112720,,2606773,D
858470,2016-01-06,COG,DINGES DAN O,,0001209191-16-089653,2016-01-05,F,45464,17.37,2561309,D
858470,2016-01-06,COG,HUTTON JEFFREY W,,0001209191-16-089647,2016-01-05,M,15780,,595543,D
858470,2016-01-06,COG,HUTTON JEFFREY W,,0001209191-16-089647,2016-01-05,F,4277,17.37,591266,D
858470,2016-01-06,COG,Liebl Todd L,,0001209191-16-089642,2016-01-05,M,8560,,73778,D
858470,2016-01-06,COG,Liebl Todd L,,0001209191-16-089642,2016-01-05,F,2447,17.37,71331,D
858470,2016-01-06,COG,Lindeman Steven W,,0001209191-16-089632,2016-01-05,M,9020,,111542,D
858470,2016-01-06,COG,Lindeman Steven W,,0001209191-16-089632,2016-01-05,F,2560,17.37,108982,D
858470,2016-01-06,COG,Roemer Todd M,,0001209191-16-089627,2016-01-05,M,6760,,45570,D
858470,2016-01-06,COG,Roemer Todd M,,0001209191-16-089627,2016-01-05,F,2010,17.37,43560,D
858470,2016-01-06,COG,SCHROEDER SCOTT C,,0001209191-16-089619,2015-08-19,G,3282,0.0,1310250,D
858470,2016-01-06,COG,SCHROEDER SCOTT C,,0001209191-16-089619,2016-01-05,M,48460,,1358710,D
858470,2016-01-06,COG,SCHROEDER SCOTT C,,0001209191-16-089619,2016-01-05,F,14754,17.37,1343956,D
858470,2016-01-06,COG,Shearer Deidre L,,0001209191-16-089613,2016-01-05,M,4740,,13600,D
858470,2016-01-06,COG,Shearer Deidre L,,0001209191-16-089613,2016-01-05,F,1527,17.37,12073,D
858470,2016-01-06,COG,Stalnaker Phillip L,,0001209191-16-089602,2016-01-05,M,14660,,206142,D
858470,2016-01-06,COG,Stalnaker Phillip L,,0001209191-16-089602,2016-01-05,F,4629,17.37,201513,D
858470,2016-01-19,COG,RALLS W MATT,,0001209191-16-092022,2016-01-15,A,1372,16.41,43701,D
858470,2016-01-19,COG,KEISER ROBERT L,,0001209191-16-092016,2016-01-15,A,1295,16.41,236188,D
858470,2016-01-19,COG,Boswell Robert S,,0001209191-16-092013,2016-01-15,A,191,16.41,191,D
858470,2016-01-19,COG,Ables Dorothy M,,0001209191-16-092008,2016-01-15,A,381,16.41,381,D
858470,2016-02-18,COG,RALLS W MATT,,0001209191-16-099717,2016-02-17,A,9761,0.0,53462,D
858470,2016-02-18,COG,KELLEY ROBERT,,0001209191-16-099712,2016-02-17,A,9761,0.0,508650,D
858470,2016-02-18,COG,KEISER ROBERT L,,0001209191-16-099708,2016-02-17,A,9761,0.0,245949,D
858470,2016-02-18,COG,Boswell Robert S,,0001209191-16-099703,2016-02-17,A,9761,0.0,9952,D
858470,2016-02-18,COG,BEST RHYS J,,0001209191-16-099700,2016-02-17,A,9761,0.0,112410,D
858470,2016-02-18,COG,Ables Dorothy M,,0001209191-16-099693,2016-02-17,A,9761,0.0,10142,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,A,4880,0.0,206393,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,F,1552,19.6,204841,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,A,1725,0.0,206566,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,F,549,19.6,206017,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,A,2706,0.0,208723,D
858470,2016-02-23,COG,Stalnaker Phillip L,,0001209191-16-101194,2016-02-19,F,861,19.91,207862,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,A,1580,0.0,13653,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,F,420,19.6,13233,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,A,558,0.0,13791,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,F,148,19.6,13643,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,A,938,0.0,14581,D
858470,2016-02-23,COG,Shearer Deidre L,,0001209191-16-101191,2016-02-19,F,249,19.91,14332,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,A,16160,0.0,1360116,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,F,6780,19.6,1353336,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,A,5706,0.0,1359042,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,F,2394,19.6,1356648,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,A,10826,0.0,1367474,D
858470,2016-02-23,COG,SCHROEDER SCOTT C,,0001209191-16-101189,2016-02-19,F,4542,19.91,1362932,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,A,2250,0.0,45810,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,F,616,19.6,45194,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,A,888,0.0,46082,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,F,243,19.6,45839,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,A,1353,0.0,47192,D
858470,2016-02-23,COG,Roemer Todd M,,0001209191-16-101187,2016-02-19,F,367,19.91,46825,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,A,3010,0.0,111992,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,F,824,19.6,111168,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,A,1205,0.0,112373,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,F,330,19.6,112043,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,A,1984,0.0,114027,D
858470,2016-02-23,COG,Lindeman Steven W,,0001209191-16-101185,2016-02-19,F,543,19.91,113484,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,A,2860,0.0,74191,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,F,783,19.6,73408,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,A,1015,0.0,74423,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,F,278,19.6,74145,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,A,1533,0.0,75678,D
858470,2016-02-23,COG,Liebl Todd L,,0001209191-16-101183,2016-02-19,F,420,19.91,75258,D
858470,2016-02-23,COG,Kerin Matthew P,,0001209191-16-101181,2016-02-19,A,2900,0.0,5082,D
858470,2016-02-23,COG,Kerin Matthew P,,0001209191-16-101181,2016-09-19,F,947,19.6,4135,D
858470,2016-02-23,COG,Kerin Matthew P,,0001209191-16-101181,2016-02-19,A,794,0.0,4929,D
858470,2016-02-23,COG,Kerin Matthew P,,0001209191-16-101181,2016-02-19,F,260,19.91,4669,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,A,5260,0.0,596526,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,F,1439,19.6,595087,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,A,1966,0.0,597053,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,F,538,19.6,596515,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,A,2796,0.0,599311,D
858470,2016-02-23,COG,HUTTON JEFFREY W,,0001209191-16-101179,2016-02-19,F,765,19.91,598546,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,A,37570,0.0,2598879,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,F,15761,19.6,2583118,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,A,15217,0.0,2598335,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,F,6384,19.6,2591951,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,A,23457,0.0,2615408,D
858470,2016-02-23,COG,DINGES DAN O,,0001209191-16-101177,2016-02-19,F,9841,19.91,2605567,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,A,4880,0.0,52103,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,F,1335,19.6,50768,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,A,1649,0.0,52417,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,F,452,19.6,51965,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,A,2345,0.0,54310,D
858470,2016-02-23,COG,Cunningham George Kevin,,0001209191-16-101175,2016-02-19,F,642,19.91,53668,D
858470,2016-04-19,COG,RALLS W MATT,,0001209191-16-114710,2016-04-15,A,977,20.03,54439,D
858470,2016-04-19,COG,KEISER ROBERT L,,0001209191-16-114695,2016-04-15,A,923,23.03,246872,D
858470,2016-04-19,COG,Boswell Robert S,,0001209191-16-114692,2016-04-15,A,408,23.03,10360,D
858470,2016-04-19,COG,Ables Dorothy M,,0001209191-16-114689,2016-04-15,A,815,20.03,10957,D
858470,2016-05-09,COG,Cunningham George Kevin,,0001209191-16-118308,2016-05-05,S,8500,24.26,45168,D
858470,2016-05-09,COG,Boswell Robert S,,0001209191-16-118306,2016-05-05,P,5000,24.35,15360,D
858470,2016-06-27,COG,Cunningham George Kevin,,0001209191-16-129699,2016-06-21,S,6178,25.32,38990,D
858470,2016-07-18,COG,RALLS W MATT,,0001209191-16-133007,2016-07-15,A,948,25.06,55387,D
858470,2016-07-18,COG,Boswell Robert S,,0001209191-16-133005,2015-07-15,A,375,25.06,15735,D
858470,2016-07-18,COG,Ables Dorothy M,,0001209191-16-133003,2016-07-15,A,749,25.06,11706,D
858470,2016-09-14,COG,Cunningham George Kevin,,0001209191-16-141330,2016-09-13,S,3000,25.25,35990,D
858470,2016-10-17,COG,RALLS W MATT,,0001209191-16-146016,2016-10-14,A,1054,22.55,56441,D
858470,2016-10-17,COG,Boswell Robert S,,0001209191-16-146014,2016-10-14,A,416,22.55,16151,D
858470,2016-10-17,COG,Ables Dorothy M,,0001209191-16-146012,2016-10-14,A,832,22.55,12538,D
858470,2016-12-08,COG,DINGES DAN O,,0001209191-16-154104,2016-12-07,J,6421,0.0,2611988,D
858470,2017-01-06,COG,SCHROEDER SCOTT C,,0001209191-17-002620,2016-05-10,G,11343,0.0,1351589,D
858470,2017-01-06,COG,SCHROEDER SCOTT C,,0001209191-17-002620,2016-12-01,G,3675,0.0,1347914,D
858470,2017-01-06,COG,SCHROEDER SCOTT C,,0001209191-17-002620,2017-01-05,M,29102,,1377016,D
858470,2017-01-06,COG,SCHROEDER SCOTT C,,0001209191-17-002620,2017-01-05,F,12472,23.11,1364544,D
858470,2017-01-06,COG,Stalnaker Phillip L,,0001209191-17-002571,2017-01-05,M,8794,,216656,D
858470,2017-01-06,COG,Stalnaker Phillip L,,0001209191-17-002571,2017-01-05,F,4229,23.11,212427,D
858470,2017-01-06,COG,Shearer Deidre L,,0001209191-17-002569,2017-01-05,M,2845,,17177,D
858470,2017-01-06,COG,Shearer Deidre L,,0001209191-17-002569,2017-01-05,F,1345,23.11,15832,D
858470,2017-01-06,COG,Roemer Todd M,,0001209191-17-002566,2017-01-05,M,4527,,51352,D
858470,2017-01-06,COG,Roemer Todd M,,0001209191-17-002566,2017-01-05,F,2140,23.11,49212,D
858470,2017-01-06,COG,Lindeman Steven W,,0001209191-17-002564,2017-01-05,M,6143,,119627,D
858470,2017-01-06,COG,Lindeman Steven W,,0001209191-17-002564,2017-01-05,F,2863,23.11,116764,D
858470,2017-01-06,COG,Liebl Todd L,,0001209191-17-002562,2017-01-05,M,5173,,80431,D
858470,2017-01-06,COG,Liebl Todd L,,0001209191-17-002562,2017-01-05,F,2445,23.11,77986,D
858470,2017-01-06,COG,HUTTON JEFFREY W,,0001209191-17-002560,2017-01-05,M,10024,,608570,D
858470,2017-01-06,COG,HUTTON JEFFREY W,,0001209191-17-002560,2017-01-05,F,4469,23.11,604101,D
858470,2017-01-06,COG,DINGES DAN O,,0001209191-17-002558,2017-01-05,M,77605,,2689593,D
858470,2017-01-06,COG,DINGES DAN O,,0001209191-17-002558,2017-01-05,F,32819,23.11,2656774,D
858470,2017-01-06,COG,Cunningham George Kevin,,0001209191-17-002554,2017-01-05,M,8407,,44397,D
858470,2017-01-06,COG,Cunningham George Kevin,,0001209191-17-002554,2017-01-05,F,3793,23.11,40604,D
858470,2017-01-17,COG,RALLS W MATT,,0001209191-17-003776,2017-01-16,A,1084,21.92,57525,D
858470,2017-01-17,COG,Boswell Robert S,,0001209191-17-003774,2017-01-16,A,428,21.92,16579,D
858470,2017-01-17,COG,Ables Dorothy M,,0001209191-17-003772,2017-01-16,A,856,21.92,13394,D
858470,2017-02-23,COG,RALLS W MATT,,0001209191-17-013887,2017-02-22,A,8850,0.0,66375,D
858470,2017-02-23,COG,KELLEY ROBERT,,0001209191-17-013885,2017-02-22,A,8850,0.0,517500,D
858470,2017-02-23,COG,Boswell Robert S,,0001209191-17-013880,2017-02-22,A,8850,0.0,25429,D
858470,2017-02-23,COG,BEST RHYS J,,0001209191-17-013876,2017-02-22,A,8850,0.0,121260,D
858470,2017-02-23,COG,Ables Dorothy M,,0001209191-17-013871,2017-02-22,A,8850,0.0,22244,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,A,1116,0.0,16948,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,F,528,22.85,16420,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,A,938,0.0,17358,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,F,404,22.93,16954,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,A,1708,0.0,18622,D
858470,2017-02-23,COG,Shearer Deidre L,,0001209191-17-013849,2017-02-21,F,702,22.93,17960,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,A,3449,0.0,215876,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,F,1600,22.85,214276,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,A,2707,0.0,216983,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,F,1256,22.93,215727,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,A,3660,0.0,219387,D
858470,2017-02-23,COG,Stalnaker Phillip L,,0001209191-17-013841,2017-02-21,F,1698,22.93,217689,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,A,2500,0.0,7169,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,F,1182,22.85,5987,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,A,794,0.0,6781,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,F,376,22.93,6405,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,A,1708,0.0,8113,D
858470,2017-02-23,COG,Kerin Matthew P,,0001209191-17-013823,2017-02-21,F,765,22.93,7348,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,A,11413,0.0,1375957,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,F,4788,22.85,1371169,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,A,10827,0.0,1381996,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,F,4542,22.93,1377454,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,A,14641,0.0,1392095,D
858470,2017-02-23,COG,SCHROEDER SCOTT C,,0001209191-17-013810,2017-02-21,F,6142,22.93,1385953,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,A,1776,0.0,50988,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,F,730,22.85,50258,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,A,1353,0.0,51611,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,F,558,22.93,51053,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,A,1830,0.0,52883,D
858470,2017-02-23,COG,Roemer Todd M,,0001209191-17-013804,2017-02-21,F,768,22.93,52115,D
