cik,filingDate,issuerTradingSymbol,reportingOwnerName,reportingOwnerRelationship,accessionNumber,transactionDate,transactionCode,transactionShares,transactionPricePerShare,sharesOwnedFollowingTransaction,directOrIndirectOwnership
859737,2016-01-05,HOLX,GARRETT SCOTT T,,0001127602-16-036069,2016-01-01,M,3272,,15789,D
859737,2016-01-05,HOLX,MERKSAMER SAMUEL J.,,0001127602-16-036060,2016-01-01,M,3272,,12445,D
859737,2016-01-05,HOLX,ULLIAN ELAINE,,0001127602-16-036057,2016-01-01,M,3272,,15086,D
859737,2016-01-05,HOLX,CRAWFORD SALLY,,0001127602-16-036054,2016-01-01,M,3272,,127902,D
859737,2016-01-05,HOLX,Stamoulis Christiana,,0001127602-16-036048,2016-01-01,M,3272,,28000,D
859737,2016-01-05,HOLX,LEAMING NANCY,,0001127602-16-036038,2016-01-01,M,3272,,53932,D
859737,2016-01-05,HOLX,CHRISTODORO JONATHAN,,0001127602-16-036033,2016-01-01,M,3272,,12445,D
859737,2016-01-05,HOLX,Levy Lawrence M,,0001127602-16-036023,2016-01-01,M,3272,,7186,D
859737,2016-01-05,HOLX,LAVANCE DAVID R JR,,0001127602-16-036014,2016-01-01,M,4207,,9362,D
859737,2016-01-05,HOLX,WILSON WAYNE,,0001127602-16-036002,2016-01-01,M,3272,,42487,D
859737,2016-02-04,HOLX,Griffin John M.,,0001127602-16-039586,2016-02-02,M,1033,,1033,D
859737,2016-02-04,HOLX,Griffin John M.,,0001127602-16-039586,2016-02-02,F,390,34.83,643,D
859737,2016-02-04,HOLX,Griffin John M.,,0001127602-16-039586,2016-02-02,M,1342,,1985,D
859737,2016-02-04,HOLX,Griffin John M.,,0001127602-16-039586,2016-02-02,F,507,34.83,1478,D
859737,2016-02-26,HOLX,LAVANCE DAVID R JR,,0001127602-16-043589,2016-02-24,M,11621,26.74,20983,D
859737,2016-02-26,HOLX,LAVANCE DAVID R JR,,0001127602-16-043589,2016-02-24,S,11621,34.5,9362,D
859737,2016-04-18,HOLX,Compton Eric B.,,0001127602-16-049322,2016-04-14,M,4189,,10286,D
859737,2016-04-18,HOLX,Compton Eric B.,,0001127602-16-049322,2016-04-14,F,1340,36.25,8946,D
859737,2016-05-31,HOLX,Oberton Karleen Marie,,0001127602-16-054012,2016-05-26,M,525,,8819,D
859737,2016-05-31,HOLX,Oberton Karleen Marie,,0001127602-16-054012,2016-05-26,F,166,33.85,8653,D
859737,2016-05-31,HOLX,Oberton Karleen Marie,,0001127602-16-054012,2016-05-26,M,4228,15.75,12881,D
859737,2016-05-31,HOLX,Oberton Karleen Marie,,0001127602-16-054012,2016-05-26,S,4228,33.853,8847,D
859737,2016-05-31,HOLX,Valenti Peter J. III,,0001127602-16-054008,2016-05-26,M,7766,23.82,9023,D
859737,2016-05-31,HOLX,Valenti Peter J. III,,0001127602-16-054008,2016-05-26,S,7766,33.83,1257,D
859737,2016-05-31,HOLX,Valenti Peter J. III,,0001127602-16-054008,2016-05-26,M,3411,,4668,D
859737,2016-05-31,HOLX,Valenti Peter J. III,,0001127602-16-054008,2016-05-26,F,1155,33.85,3513,D
859737,2016-05-31,HOLX,Valenti Peter J. III,,0001127602-16-054008,2016-05-27,S,2256,33.85,1257,D
859737,2016-05-31,HOLX,McMahon Robert W.,,0001127602-16-053992,2016-05-26,M,7347,,14726,D
859737,2016-05-31,HOLX,McMahon Robert W.,,0001127602-16-053992,2016-05-26,F,2383,33.85,12343,D
859737,2016-05-31,HOLX,ULLIAN ELAINE,,0001127602-16-053986,2016-05-26,M,16071,14.5,31157,D
859737,2016-05-31,HOLX,ULLIAN ELAINE,,0001127602-16-053986,2016-05-26,S,6896,33.85,24261,D
859737,2016-06-02,HOLX,Levy Lawrence M,,0001127602-16-054528,2016-06-01,M,16071,14.5,23257,D
859737,2016-06-02,HOLX,Levy Lawrence M,,0001127602-16-054528,2016-06-01,M,16000,23.64,39257,D
859737,2016-06-02,HOLX,Levy Lawrence M,,0001127602-16-054528,2016-06-01,S,17794,34.412,21463,D
859737,2016-06-21,HOLX,ULLIAN ELAINE,,0001127602-16-055987,2016-06-17,M,401,,24662,D
859737,2016-07-12,HOLX,LEAMING NANCY,,0001127602-16-057907,2016-07-08,M,1121,14.5,55053,D
859737,2016-07-12,HOLX,LEAMING NANCY,,0001127602-16-057907,2016-07-08,S,1121,36.0,53932,D
859737,2016-07-12,HOLX,LEAMING NANCY,,0001127602-16-057907,2016-07-11,M,5100,14.5,59032,D
859737,2016-07-12,HOLX,LEAMING NANCY,,0001127602-16-057907,2016-07-11,S,5100,36.05,53932,D
859737,2016-07-14,HOLX,LEAMING NANCY,,0001127602-16-058001,2016-07-12,M,5029,14.5,58961,D
859737,2016-07-25,HOLX,CRAWFORD SALLY,,0001127602-16-058541,2016-07-21,M,16071,14.5,143973,D
859737,2016-07-25,HOLX,CRAWFORD SALLY,,0001127602-16-058541,2016-07-21,S,16071,37.0,127902,D
859737,2016-07-25,HOLX,LEAMING NANCY,,0001127602-16-058538,2016-07-21,M,8179,23.64,67140,D
859737,2016-07-25,HOLX,LEAMING NANCY,,0001127602-16-058538,2016-07-21,S,8179,37.0,58961,D
859737,2016-07-25,HOLX,LEAMING NANCY,,0001127602-16-058538,2016-07-22,M,3021,23.64,61982,D
859737,2016-10-04,HOLX,West Thomas A.,,0001127602-16-063993,2016-10-03,M,4063,,7099,D
859737,2016-10-04,HOLX,West Thomas A.,,0001127602-16-063993,2016-10-03,F,1564,38.8,6340,D
859737,2016-10-12,HOLX,Oberton Karleen Marie,,0001127602-16-064731,2016-10-10,M,8158,16.82,17005,D
859737,2016-10-12,HOLX,Oberton Karleen Marie,,0001127602-16-064731,2016-10-10,M,8402,17.09,25407,D
859737,2016-10-12,HOLX,Oberton Karleen Marie,,0001127602-16-064731,2016-10-10,M,7994,19.86,33401,D
859737,2016-10-12,HOLX,Oberton Karleen Marie,,0001127602-16-064731,2016-10-10,M,6916,21.45,40317,D
859737,2016-10-12,HOLX,Oberton Karleen Marie,,0001127602-16-064731,2016-10-10,S,31470,40.0,9065,D
859737,2016-10-12,HOLX,ULLIAN ELAINE,,0001127602-16-064729,2016-10-10,M,18236,32.815,42898,D
859737,2016-10-12,HOLX,ULLIAN ELAINE,,0001127602-16-064729,2016-10-10,S,18236,39.881,24662,D
859737,2016-10-12,HOLX,ULLIAN ELAINE,,0001127602-16-064729,2016-10-11,M,1764,32.815,26426,D
859737,2016-11-08,HOLX,Valenti Peter J. III,,0001127602-16-066432,2016-11-07,M,1908,,3165,D
859737,2016-11-08,HOLX,Valenti Peter J. III,,0001127602-16-066432,2016-11-07,F,656,38.68,2509,D
859737,2016-11-08,HOLX,Compton Eric B.,,0001127602-16-066430,2016-11-04,M,3128,,12074,D
859737,2016-11-08,HOLX,Compton Eric B.,,0001127602-16-066430,2016-11-04,F,1016,38.08,11058,D
859737,2016-11-08,HOLX,MACMILLAN STEPHEN P,,0001127602-16-066428,2016-11-07,M,17348,,379576,D
859737,2016-11-08,HOLX,MACMILLAN STEPHEN P,,0001127602-16-066428,2016-11-07,F,5965,38.68,373611,D
859737,2016-11-08,HOLX,McMahon Robert W.,,0001127602-16-066424,2016-11-04,M,3303,,15646,D
859737,2016-11-08,HOLX,McMahon Robert W.,,0001127602-16-066424,2016-11-04,F,1072,38.08,14574,D
859737,2016-11-08,HOLX,McMahon Robert W.,,0001127602-16-066424,2016-11-07,M,3577,,18151,D
859737,2016-11-08,HOLX,McMahon Robert W.,,0001127602-16-066424,2016-11-07,F,1161,38.68,16990,D
859737,2016-11-08,HOLX,Oberton Karleen Marie,,0001127602-16-066420,2016-11-04,M,774,,9839,D
859737,2016-11-08,HOLX,Oberton Karleen Marie,,0001127602-16-066420,2016-11-04,F,252,38.08,9587,D
859737,2016-11-08,HOLX,Oberton Karleen Marie,,0001127602-16-066420,2016-11-07,S,522,38.53,9065,D
859737,2016-11-08,HOLX,Oberton Karleen Marie,,0001127602-16-066420,2016-11-07,M,1860,,10925,D
859737,2016-11-08,HOLX,Oberton Karleen Marie,,0001127602-16-066420,2016-11-07,F,876,38.68,10049,D
859737,2016-11-09,HOLX,Oberton Karleen Marie,,0001127602-16-066587,2016-11-08,S,984,38.57,9065,D
859737,2016-11-16,HOLX,Oberton Karleen Marie,,0001127602-16-067429,2016-11-14,M,1794,,10859,D
859737,2016-11-16,HOLX,Oberton Karleen Marie,,0001127602-16-067429,2016-11-14,F,583,36.45,10276,D
859737,2016-11-16,HOLX,Oberton Karleen Marie,,0001127602-16-067429,2016-11-15,S,1211,36.55,9065,D
859737,2016-11-22,HOLX,Oberton Karleen Marie,,0001127602-16-068118,2016-11-18,M,4195,,13260,D
