cik,filingDate,issuerTradingSymbol,reportingOwnerName,reportingOwnerRelationship,accessionNumber,transactionType,transactionDate,transactionCode,transactionShares,transactionPricePerShare,sharesOwnedFollowingTransaction,directOrIndirectOwnership,securityTitle,underlyingSecurityTitle,underlyingSecurityShares,exercisePrice,expirationDate
813828,2016-08-16,"CBS, CBS.A",Jones Richard M,,0001225208-16-038013,non_derivative,2016-08-14,M,1261.0,0.0,85895.0,D,CBS Class B common stock,,,,
813828,2016-08-16,"CBS, CBS.A",Jones Richard M,,0001225208-16-038013,non_derivative,2016-08-14,F,467.0,52.35,85428.0,D,CBS Class B common stock,,,,
813828,2016-08-16,"CBS, CBS.A",Jones Richard M,,0001225208-16-038013,derivative,2016-08-14,M,1261.0,0.0,2523.0,D,Restricted Share Units,CBS Class B common stock,1261.0,,
813828,2016-08-16,"CBS, CBS.A",Liding Lawrence,,0001225208-16-038012,non_derivative,2016-08-14,M,1261.0,0.0,20307.0,D,CBS Class B common stock,,,,
813828,2016-08-16,"CBS, CBS.A",Liding Lawrence,,0001225208-16-038012,non_derivative,2016-08-14,F,467.0,52.35,19840.0,D,CBS Class B common stock,,,,
813828,2016-08-16,"CBS, CBS.A",Liding Lawrence,,0001225208-16-038012,derivative,2016-08-14,M,1261.0,0.0,2523.0,D,Restricted Share Units,CBS Class B common stock,1261.0,,
813828,2016-08-23,"CBS, CBS.A",Goldberg Leonard,,0001225208-16-038292,derivative,2016-08-19,M,1698.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,1698.0,19.83,2021-01-31
813828,2016-08-23,"CBS, CBS.A",Goldberg Leonard,,0001225208-16-038292,non_derivative,2016-08-19,M,1698.0,19.83,52414.0,D,CBS Class B common stock,,,,
813828,2016-08-23,"CBS, CBS.A",Goldberg Leonard,,0001225208-16-038292,non_derivative,2016-08-19,S,698.0,51.77,51716.0,D,CBS Class B common stock,,,,
813828,2016-09-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-039754,non_derivative,2016-09-27,M,15120.0,13.43,15120.0,D,CBS Class B common stock,,,,
813828,2016-09-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-039754,non_derivative,2016-09-27,S,15120.0,52.0236,0.0,D,CBS Class B common stock,,,,
813828,2016-09-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-039754,derivative,2016-09-27,M,15120.0,0.0,105847.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-10-04,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-16-040092,derivative,2016-10-01,A,337.0,55.38,31044.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,337.0,,
813828,2016-10-04,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-16-040091,derivative,2016-10-01,A,21.0,54.74,3181.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,21.0,,
813828,2016-10-04,"CBS, CBS.A",Kopelson Arnold,,0001225208-16-040093,derivative,2016-10-01,A,10.0,54.74,3594.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,10.0,,
813828,2016-10-04,"CBS, CBS.A",Kopelson Arnold,,0001225208-16-040093,derivative,2016-10-01,A,10.0,55.38,3591.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,10.0,,
813828,2016-10-04,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-16-040091,derivative,2016-10-01,A,20.0,55.38,3155.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,20.0,,
813828,2016-10-04,"CBS, CBS.A",Morris Doug,,0001225208-16-040094,derivative,2016-10-01,A,309.0,54.74,23211.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,309.0,,
813828,2016-10-04,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-16-040092,derivative,2016-10-01,A,341.0,54.74,31340.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,341.0,,
813828,2016-10-04,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-16-040095,derivative,2016-10-01,A,317.0,54.74,26976.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,317.0,,
813828,2016-10-04,"CBS, CBS.A",REDSTONE SHARI,,0001225208-16-040096,derivative,2016-10-01,A,261.0,55.38,13276.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,261.0,,
813828,2016-10-04,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-16-040097,derivative,2016-10-01,A,18.0,55.38,6558.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,18.0,,
813828,2016-10-04,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-16-040095,derivative,2016-10-01,A,314.0,55.38,26721.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,314.0,,
813828,2016-10-04,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-16-040097,derivative,2016-10-01,A,18.0,54.74,6567.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,18.0,,
813828,2016-10-04,"CBS, CBS.A",REDSTONE SHARI,,0001225208-16-040096,derivative,2016-10-01,A,264.0,54.74,13436.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,264.0,,
813828,2016-10-04,"CBS, CBS.A",Morris Doug,,0001225208-16-040094,derivative,2016-10-01,A,305.0,55.38,22977.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,305.0,,
813828,2016-10-06,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040253,non_derivative,2016-10-04,M,15120.0,13.43,15120.0,D,CBS Class B common stock,,,,
813828,2016-10-06,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040253,non_derivative,2016-10-04,S,15120.0,55.6236,0.0,D,CBS Class B common stock,,,,
813828,2016-10-06,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040253,derivative,2016-10-04,M,15120.0,0.0,90727.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-10-20,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040619,non_derivative,2016-10-18,M,15120.0,13.43,15120.0,D,CBS Class B common stock,,,,
813828,2016-10-20,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040619,non_derivative,2016-10-18,S,100.0,56.13,15020.0,D,CBS Class B common stock,,,,
813828,2016-10-20,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-040619,derivative,2016-10-18,M,15120.0,0.0,75607.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-11-03,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041139,derivative,2016-11-01,M,15120.0,0.0,60487.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-11-03,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041139,non_derivative,2016-11-01,S,300.0,56.4966,14820.0,D,CBS Class B common stock,,,,
813828,2016-11-03,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041139,non_derivative,2016-11-01,M,15120.0,13.43,15120.0,D,CBS Class B common stock,,,,
813828,2016-11-17,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041942,non_derivative,2016-11-15,M,15120.0,13.43,15120.0,D,CBS Class B common stock,,,,
813828,2016-11-17,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041942,non_derivative,2016-11-15,S,15120.0,59.0918,0.0,D,CBS Class B common stock,,,,
813828,2016-11-17,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-041942,derivative,2016-11-15,M,15120.0,0.0,45367.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-11-28,"CBS, CBS.A",REDSTONE SUMNER M,,0001225208-16-042319,non_derivative,2016-11-23,C,128300.0,0.0,29882599.0,I,CBS Class A common stock,,,,
813828,2016-11-28,"CBS, CBS.A",REDSTONE SUMNER M,,0001225208-16-042319,non_derivative,2016-11-23,C,128300.0,0.0,9372100.0,I,CBS Class B common stock,,,,
813828,2016-11-28,"CBS, CBS.A",REDSTONE SUMNER M,,0001225208-16-042319,non_derivative,2016-11-23,G,128300.0,0.0,9243800.0,I,CBS Class B common stock,,,,
813828,2016-12-01,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-042535,non_derivative,2016-11-29,M,15120.0,13.43,35926.0,D,CBS Class B common stock,,,,
813828,2016-12-01,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-042535,non_derivative,2016-11-29,S,15120.0,60.979,20806.0,D,CBS Class B common stock,,,,
813828,2016-12-01,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-042535,derivative,2016-11-29,M,15120.0,0.0,30247.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-12-15,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-16-043346,non_derivative,2016-12-14,M,12734.0,30.58,62790.0,D,CBS Class B common stock,,,,
813828,2016-12-15,"CBS, CBS.A",GORDON BRUCE S,,0001225208-16-043347,derivative,2016-12-14,M,5093.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,5093.0,31.17,2017-01-31
813828,2016-12-15,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043345,derivative,2016-12-13,M,15120.0,0.0,15127.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15120.0,13.43,2018-03-01
813828,2016-12-15,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043345,non_derivative,2016-12-13,M,15120.0,13.43,35926.0,D,CBS Class B common stock,,,,
813828,2016-12-15,"CBS, CBS.A",GORDON BRUCE S,,0001225208-16-043347,non_derivative,2016-12-14,M,5093.0,31.17,58143.0,D,CBS Class B common stock,,,,
813828,2016-12-15,"CBS, CBS.A",GORDON BRUCE S,,0001225208-16-043347,non_derivative,2016-12-14,S,5093.0,63.8422,53050.0,D,CBS Class B common stock,,,,
813828,2016-12-15,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-16-043346,derivative,2016-12-14,M,12734.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,12734.0,30.58,2017-03-27
813828,2016-12-15,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-16-043346,non_derivative,2016-12-14,S,12734.0,63.7965,50056.0,D,CBS Class B common stock,,,,
813828,2016-12-15,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043345,non_derivative,2016-12-13,S,100.0,63.31,35826.0,D,CBS Class B common stock,,,,
813828,2016-12-21,"CBS, CBS.A",Ianniello Joseph R,,0001225208-16-043654,non_derivative,2016-12-13,G,6367.0,0.0,251757.0,D,CBS Class B common stock,,,,
813828,2016-12-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043750,non_derivative,2016-12-15,G,4035.0,0.0,0.0,D,CBS Class B common stock,,,,
813828,2016-12-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043750,non_derivative,2016-12-27,M,15127.0,13.43,15127.0,D,CBS Class B common stock,,,,
813828,2016-12-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043750,non_derivative,2016-12-27,S,15127.0,64.8061,0.0,D,CBS Class B common stock,,,,
813828,2016-12-29,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-16-043750,derivative,2016-12-27,M,15127.0,0.0,0.0,D,Employee Stock Option (right to buy),CBS Class B common stock,15127.0,13.43,2018-03-01
813828,2017-01-04,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-000516,derivative,2017-01-01,A,275.0,64.82,26996.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,275.0,,
813828,2017-01-04,"CBS, CBS.A",Morris Doug,,0001225208-17-000521,derivative,2017-01-01,A,272.0,64.82,23249.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,272.0,,
813828,2017-01-04,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-000519,derivative,2017-01-01,A,18.0,64.82,6576.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,18.0,,
813828,2017-01-04,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-000518,derivative,2017-01-01,A,14.0,63.62,3195.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,14.0,,
813828,2017-01-04,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-000518,derivative,2017-01-01,A,14.0,64.82,3169.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,14.0,,
813828,2017-01-04,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-000519,derivative,2017-01-01,A,19.0,63.62,6586.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,19.0,,
813828,2017-01-04,"CBS, CBS.A",REDSTONE SHARI,,0001225208-17-000522,derivative,2017-01-01,A,234.0,63.62,13670.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,234.0,,
813828,2017-01-04,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-000516,derivative,2017-01-01,A,280.0,63.62,27256.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,280.0,,
813828,2017-01-04,"CBS, CBS.A",MOONVES LESLIE,,0001225208-17-000520,non_derivative,2017-01-02,F,32618.0,63.62,28220.0,D,CBS Class B common stock,,,,
813828,2017-01-04,"CBS, CBS.A",MOONVES LESLIE,,0001225208-17-000520,non_derivative,2017-01-02,M,60838.0,0.0,60838.0,D,CBS Class B common stock,,,,
813828,2017-01-04,"CBS, CBS.A",Morris Doug,,0001225208-17-000521,derivative,2017-01-01,A,277.0,63.62,23488.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,277.0,,
813828,2017-01-04,"CBS, CBS.A",MOONVES LESLIE,,0001225208-17-000520,derivative,2017-01-02,M,60838.0,0.0,60839.0,D,Restricted Share Units,CBS Class B common stock,60838.0,,
813828,2017-01-04,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-000517,derivative,2017-01-01,A,299.0,64.82,31343.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,299.0,,
813828,2017-01-04,"CBS, CBS.A",REDSTONE SHARI,,0001225208-17-000522,derivative,2017-01-01,A,229.0,64.82,13505.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,229.0,,
813828,2017-01-04,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-000517,derivative,2017-01-01,A,305.0,63.62,31645.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,305.0,,
813828,2017-01-06,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-000863,non_derivative,2017-01-05,M,5093.0,19.83,37944.0,D,CBS Class B common stock,,,,
813828,2017-01-06,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-000863,non_derivative,2017-01-05,S,15279.0,65.2507,32851.0,D,CBS Class B common stock,,,,
813828,2017-01-06,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-000863,derivative,2017-01-05,M,5093.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,5093.0,5.72,2019-01-31
813828,2017-01-13,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-001111,derivative,2017-01-11,M,5093.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,5093.0,31.17,2017-01-31
813828,2017-01-13,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-001111,non_derivative,2017-01-11,S,2548.0,62.4535,58507.0,D,CBS Class B common stock,,,,
813828,2017-01-13,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-001111,non_derivative,2017-01-11,M,5093.0,31.17,61055.0,D,CBS Class B common stock,,,,
813828,2017-01-19,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-001398,non_derivative,2017-01-17,M,68000.0,43.21,319757.0,D,CBS Class B common stock,,,,
813828,2017-01-19,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-001398,non_derivative,2017-01-17,S,68000.0,62.1922,251757.0,D,CBS Class B common stock,,,,
813828,2017-01-19,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-001398,derivative,2017-01-17,M,68000.0,0.0,68869.0,D,Employee Stock Option (right to buy),CBS Class B common stock,68000.0,43.21,2021-02-12
813828,2017-01-25,"CBS, CBS.A",GIFFORD CHARLES K,,0001225208-17-001662,non_derivative,2017-01-24,M,5093.0,31.17,62465.0,D,CBS Class B common stock,,,,
813828,2017-01-25,"CBS, CBS.A",GIFFORD CHARLES K,,0001225208-17-001662,non_derivative,2017-01-24,F,2510.0,63.26,59955.0,D,CBS Class B common stock,,,,
813828,2017-01-25,"CBS, CBS.A",GIFFORD CHARLES K,,0001225208-17-001662,derivative,2017-01-24,M,5093.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,5093.0,31.17,2017-01-31
813828,2017-01-27,"CBS, CBS.A",MOONVES LESLIE,,0001225208-17-001907,non_derivative,2017-01-25,A,79365.0,0.0,107585.0,D,CBS Class B common stock,,,,
813828,2017-01-27,"CBS, CBS.A",MOONVES LESLIE,,0001225208-17-001907,non_derivative,2017-01-25,F,45556.0,63.0,62029.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",GIFFORD CHARLES K,,0001225208-17-002283,non_derivative,2017-02-01,A,63.0,0.0,60395.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-002282,non_derivative,2017-01-31,A,324.0,0.0,50385.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-002281,non_derivative,2017-01-31,A,377.0,0.0,58351.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-002282,non_derivative,2017-02-01,A,63.0,0.0,50448.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-002280,non_derivative,2017-02-01,A,63.0,0.0,58947.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-002281,non_derivative,2017-02-01,A,63.0,0.0,58414.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",GIFFORD CHARLES K,,0001225208-17-002283,non_derivative,2017-01-31,A,377.0,0.0,60332.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-002284,non_derivative,2017-02-01,A,63.0,0.0,56402.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-002280,non_derivative,2017-01-31,A,377.0,0.0,58884.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",GORDON BRUCE S,,0001225208-17-002285,non_derivative,2017-02-01,A,63.0,0.0,53468.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",REDSTONE SHARI,,0001225208-17-002287,non_derivative,2017-02-01,A,63.0,0.0,89373.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",Morris Doug,,0001225208-17-002286,non_derivative,2017-01-31,A,324.0,0.0,48482.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",Morris Doug,,0001225208-17-002286,non_derivative,2017-02-01,A,63.0,0.0,48545.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",REDSTONE SHARI,,0001225208-17-002287,non_derivative,2017-01-31,A,193.0,0.0,89310.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",GORDON BRUCE S,,0001225208-17-002285,non_derivative,2017-01-31,A,348.0,0.0,53405.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",Kopelson Arnold,,0001225208-17-002289,non_derivative,2017-01-31,A,40.0,0.0,50679.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-002284,non_derivative,2017-01-31,A,377.0,0.0,56339.0,D,CBS Class B common stock,,,,
813828,2017-02-02,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-002288,non_derivative,2017-01-31,A,269.0,0.0,33120.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Liding Lawrence,,0001225208-17-003299,non_derivative,2017-02-12,M,1910.0,0.0,21866.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-17-003294,non_derivative,2017-02-12,M,5729.0,0.0,5729.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Schwartz Gil D,,0001225208-17-003295,derivative,2017-02-12,M,4583.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4583.0,,
813828,2017-02-14,"CBS, CBS.A",Schwartz Gil D,,0001225208-17-003295,non_derivative,2017-02-12,F,2567.0,64.4,58524.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Schwartz Gil D,,0001225208-17-003295,non_derivative,2017-02-12,M,4583.0,0.0,61091.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Anschell Jonathan,,0001225208-17-003296,derivative,2017-02-12,M,6268.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,6268.0,,
813828,2017-02-14,"CBS, CBS.A",Anschell Jonathan,,0001225208-17-003296,non_derivative,2017-02-12,M,6268.0,0.0,14301.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Anschell Jonathan,,0001225208-17-003296,non_derivative,2017-02-12,F,2931.0,64.4,11370.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-003297,derivative,2017-02-12,M,15275.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,15275.0,,
813828,2017-02-14,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-003297,non_derivative,2017-02-12,F,8551.0,64.4,258481.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Ianniello Joseph R,,0001225208-17-003297,non_derivative,2017-02-12,M,15275.0,0.0,267032.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Liding Lawrence,,0001225208-17-003299,derivative,2017-02-12,M,1910.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,1910.0,,
813828,2017-02-14,"CBS, CBS.A",Liding Lawrence,,0001225208-17-003299,non_derivative,2017-02-12,F,707.0,64.4,21159.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-17-003294,non_derivative,2017-02-12,F,2972.0,64.4,2757.0,D,CBS Class B common stock,,,,
813828,2017-02-14,"CBS, CBS.A",Ambrosio Anthony G,,0001225208-17-003294,derivative,2017-02-12,M,5729.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,5729.0,,
813828,2017-02-17,"CBS, CBS.A",Goldberg Leonard,,0001225208-17-003784,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",Goldberg Leonard,,0001225208-17-003784,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-003783,non_derivative,2017-02-15,M,4632.0,0.0,55080.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-003783,non_derivative,2017-02-15,A,153.0,0.0,55233.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-003783,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-003780,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-003782,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-003782,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-003781,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-003780,non_derivative,2017-02-15,M,4632.0,0.0,63579.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-003781,non_derivative,2017-02-15,A,153.0,0.0,63199.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-003781,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-003780,non_derivative,2017-02-15,A,153.0,0.0,63732.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",ANDELMAN DAVID R,,0001225208-17-003780,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-003785,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-003782,non_derivative,2017-02-15,A,153.0,0.0,61187.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-17-003783,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",Goldberg Leonard,,0001225208-17-003784,non_derivative,2017-02-15,M,4632.0,0.0,55644.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",COHEN WILLIAM S,,0001225208-17-003782,non_derivative,2017-02-15,M,4632.0,0.0,61034.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",Goldberg Leonard,,0001225208-17-003784,non_derivative,2017-02-15,A,47.0,0.0,55691.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-003785,derivative,2017-02-15,M,4632.0,0.0,0.0,D,Restricted Share Units,CBS Class B common stock,4632.0,,
813828,2017-02-17,"CBS, CBS.A",CALIFANO JOSEPH A,,0001225208-17-003781,non_derivative,2017-02-15,M,4632.0,0.0,63046.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",GRIEGO LINDA M,,0001225208-17-003785,non_derivative,2017-02-15,M,4632.0,0.0,37752.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",Kopelson Arnold,,0001225208-17-003788,non_derivative,2017-02-15,A,47.0,0.0,55358.0,D,CBS Class B common stock,,,,
813828,2017-02-17,"CBS, CBS.A",REDSTONE SHARI,,0001225208-17-003790,derivative,2017-02-15,A,3066.0,0.0,3066.0,D,Restricted Share Units,CBS Class B common stock,3066.0,,
813828,2017-02-17,"CBS, CBS.A",Morris Doug,,0001225208-17-003789,non_derivative,2017-02-15,M,4632.0,0.0,53177.0,D,CBS Class B common stock,,,,
