cik,filingDate,issuerTradingSymbol,reportingOwnerName,reportingOwnerRelationship,accessionNumber,transactionType,transactionDate,transactionCode,transactionShares,transactionPricePerShare,sharesOwnedFollowingTransaction,directOrIndirectOwnership,securityTitle,underlyingSecurityTitle,underlyingSecurityShares,exercisePrice,expirationDate
813828,2019-04-03,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-006398,derivative,2019-04-01,A,26.0,48.21,6784.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,26.0,,
813828,2019-04-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-006404,derivative,2019-04-01,A,281.0,48.15,566.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,281.0,,
813828,2019-04-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-006403,derivative,2019-04-01,A,1800.0,48.21,2401.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,1800.0,,
813828,2019-04-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-006404,derivative,2019-04-01,A,280.0,48.21,565.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,280.0,,
813828,2019-04-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-006401,derivative,2019-04-01,A,10.0,48.21,2864.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,10.0,,
813828,2019-04-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-006402,derivative,2019-04-01,A,1228.0,48.21,17047.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,1228.0,,
813828,2019-04-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-006401,derivative,2019-04-01,A,10.0,48.15,2851.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,10.0,,
813828,2019-04-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-006402,derivative,2019-04-01,A,1229.0,48.15,16868.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,1229.0,,
813828,2019-04-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-006403,derivative,2019-04-01,A,1802.0,48.15,2402.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,1802.0,,
813828,2019-07-03,"CBS, CBS.A",GOLDNER BRIAN,,0001225208-19-010007,derivative,2019-07-01,A,738.0,50.55,1771.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,738.0,,
813828,2019-07-03,"CBS, CBS.A",GOLDNER BRIAN,,0001225208-19-010007,derivative,2019-07-01,A,738.0,50.54,1771.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,738.0,,
813828,2019-07-03,"CBS, CBS.A",Klieger Robert N.,,0001225208-19-010008,derivative,2019-07-01,A,252.0,50.55,1927.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,252.0,,
813828,2019-07-03,"CBS, CBS.A",Beinecke Candace K,,0001225208-19-010005,derivative,2019-07-01,A,739.0,50.55,1813.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,739.0,,
813828,2019-07-03,"CBS, CBS.A",Beinecke Candace K,,0001225208-19-010005,derivative,2019-07-01,A,739.0,50.54,1812.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,739.0,,
813828,2019-07-03,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-010006,derivative,2019-07-01,A,24.0,50.55,6808.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,24.0,,
813828,2019-07-03,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-010006,derivative,2019-07-01,A,24.0,50.54,6797.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,24.0,,
813828,2019-07-03,"CBS, CBS.A",Klieger Robert N.,,0001225208-19-010008,derivative,2019-07-01,A,252.0,50.54,1920.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,252.0,,
813828,2019-07-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-010012,derivative,2019-07-01,A,824.0,50.55,3225.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,824.0,,
813828,2019-07-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-010010,derivative,2019-07-01,A,613.0,50.54,17481.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,613.0,,
813828,2019-07-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-010011,derivative,2019-07-01,A,647.0,50.55,1212.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,647.0,,
813828,2019-07-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-010011,derivative,2019-07-01,A,647.0,50.54,1213.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,647.0,,
813828,2019-07-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-010012,derivative,2019-07-01,A,824.0,50.54,3226.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,824.0,,
813828,2019-07-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-010009,derivative,2019-07-01,A,10.0,50.55,2874.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,10.0,,
813828,2019-07-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-010009,derivative,2019-07-01,A,10.0,50.54,2861.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,10.0,,
813828,2019-07-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-010010,derivative,2019-07-01,A,613.0,50.55,17660.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,613.0,,
813828,2019-10-03,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-013179,derivative,2019-10-01,A,29.0,43.34,6826.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,29.0,,
813828,2019-10-03,"CBS, CBS.A",GOLDNER BRIAN,,0001225208-19-013180,derivative,2019-10-01,A,1132.0,40.17,2903.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,1132.0,,
813828,2019-10-03,"CBS, CBS.A",Klieger Robert N.,,0001225208-19-013181,derivative,2019-10-01,A,319.0,40.17,2246.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,319.0,,
813828,2019-10-03,"CBS, CBS.A",Beinecke Candace K,,0001225208-19-013178,derivative,2019-10-01,A,1182.0,40.17,2995.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,1182.0,,
813828,2019-10-03,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-013179,derivative,2019-10-01,A,31.0,40.17,6839.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,31.0,,
813828,2019-10-03,"CBS, CBS.A",Klieger Robert N.,,0001225208-19-013181,derivative,2019-10-01,A,296.0,43.34,2216.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,296.0,,
813828,2019-10-03,"CBS, CBS.A",GOLDNER BRIAN,,0001225208-19-013180,derivative,2019-10-01,A,1049.0,43.34,2820.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,1049.0,,
813828,2019-10-03,"CBS, CBS.A",Beinecke Candace K,,0001225208-19-013178,derivative,2019-10-01,A,1096.0,43.34,2908.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,1096.0,,
813828,2019-10-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-013182,derivative,2019-10-01,A,13.0,43.34,2874.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,13.0,,
813828,2019-10-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-013185,derivative,2019-10-01,A,899.0,43.34,4125.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,899.0,,
813828,2019-10-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-013183,derivative,2019-10-01,A,720.0,43.34,18201.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,720.0,,
813828,2019-10-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-013184,derivative,2019-10-01,A,1060.0,43.34,2273.0,D,Phantom Class A Common Stock Units,CBS Class A common stock,1060.0,,
813828,2019-10-03,"CBS, CBS.A",ZELNICK STRAUSS,,0001225208-19-013185,derivative,2019-10-01,A,970.0,40.17,4195.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,970.0,,
813828,2019-10-03,"CBS, CBS.A",Minow Martha L.,,0001225208-19-013182,derivative,2019-10-01,A,14.0,40.17,2888.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,14.0,,
813828,2019-10-03,"CBS, CBS.A",REDSTONE SHARI,,0001225208-19-013183,derivative,2019-10-01,A,777.0,40.17,18437.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,777.0,,
813828,2019-10-03,"CBS, CBS.A",TERRELL FREDERICK,,0001225208-19-013184,derivative,2019-10-01,A,1144.0,40.17,2356.0,D,Phantom Class B Common Stock Units,CBS Class B common stock,1144.0,,
813828,2019-11-05,"CBS, CBS.A",Anschell Jonathan,,0001225208-19-014146,derivative,2019-11-01,A,29940.0,0.0,29940.0,D,Restricted Share Units,CBS Class B common stock,29940.0,,
813828,2019-11-05,"CBS, CBS.A",Franco Laura,,0001225208-19-014147,derivative,2019-11-01,A,48992.0,0.0,48992.0,D,Restricted Share Units,CBS Class B common stock,48992.0,,
813828,2019-11-05,"CBS, CBS.A",Spade Christina,,0001225208-19-014148,derivative,2019-11-01,A,92542.0,0.0,92542.0,D,Restricted Share Units,CBS Class B common stock,92542.0,,
813828,2019-11-05,"CBS, CBS.A",Jones Richard M,,0001225208-19-014149,derivative,2019-11-01,A,20413.0,0.0,20413.0,D,Restricted Share Units,CBS Class B common stock,20413.0,,
813828,2019-11-05,"CBS, CBS.A",Byrnes David F.,,0001225208-19-014150,derivative,2019-11-01,A,10887.0,0.0,10887.0,D,Restricted Share Units,CBS Class B common stock,10887.0,,
813828,2019-11-19,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-014675,non_derivative,2019-11-18,S,200.0,38.885,68370.0,D,CBS Class B common stock,,,,
813828,2019-11-19,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-014675,non_derivative,2019-11-18,M,5093.0,12.93,68570.0,D,CBS Class B common stock,,,,
813828,2019-11-19,"CBS, CBS.A",COUNTRYMAN GARY L,,0001225208-19-014675,derivative,2019-11-18,M,5093.0,0.0,0.0,D,Director Stock Option (right to buy),CBS Class B common stock,5093.0,12.93,2020-01-31
813828,2019-12-06,"VIACA,VIAC",REDSTONE SHARI,,0000947871-19-000927,derivative,2019-12-04,A,3546.0,,3546.0,D,Restricted Share Units,Class B Common Stock,3546.0,,
813828,2019-12-06,"VIACA,VIAC",Ianniello Joseph R,,0001225208-19-015412,derivative,2019-12-04,A,120286.0,0.0,240572.0,D,Restricted Share Units,Class B common stock,120286.0,,
813828,2019-12-06,"VIACA,VIAC",Ianniello Joseph R,,0001225208-19-015412,non_derivative,2019-12-04,A,450000.0,0.0,873754.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Jones Richard M,,0001225208-19-015413,derivative,2019-12-04,A,7364.0,0.0,14728.0,D,Restricted Share Units,Class B common stock,7364.0,,
813828,2019-12-06,"VIACA,VIAC",REDSTONE SUMNER M,,0001225208-19-015414,non_derivative,2019-12-04,A,221626.0,0.0,21365426.0,I,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",NELSON RONALD L,,0000947871-19-000928,non_derivative,2019-12-04,A,17789.0,,17789.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Bakish Robert M,,0000947871-19-000932,derivative,2019-12-05,A,122369.0,,122369.0,D,Restricted Share Units,Class B Common Stock,122369.0,,
813828,2019-12-06,"VIACA,VIAC",REDSTONE SHARI,,0000947871-19-000927,non_derivative,2019-12-04,A,72504.0,,175162.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",NELSON RONALD L,,0000947871-19-000928,derivative,2019-12-04,A,3546.0,,3546.0,D,Restricted Share Units,Class B Common Stock,3546.0,,
813828,2019-12-06,"VIACA,VIAC",Byrne Barbara M,,0001225208-19-015410,non_derivative,2019-12-04,A,516.0,0.0,1384.0,I,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Dalimonte Christa A,,0000947871-19-000936,non_derivative,2019-12-04,A,16811.0,,16811.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",COUNTRYMAN GARY L,,0001225208-19-015405,non_derivative,2019-12-04,A,53.0,0.0,67480.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Byrnes David F.,,0001225208-19-015408,derivative,2019-12-04,A,3927.0,0.0,7854.0,D,Restricted Share Units,Class B common stock,3927.0,,
813828,2019-12-06,"VIACA,VIAC",Anschell Jonathan,,0001225208-19-015407,non_derivative,2019-12-03,G,2500.0,0.0,159.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Anschell Jonathan,,0001225208-19-015407,derivative,2019-12-04,A,10801.0,0.0,21602.0,D,Restricted Share Units,Class B common stock,10801.0,,
813828,2019-12-06,"VIACA,VIAC",ZELNICK STRAUSS,,0001225208-19-015406,non_derivative,2019-12-04,M,3950.0,0.0,5149.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",ZELNICK STRAUSS,,0001225208-19-015406,non_derivative,2019-12-04,A,53.0,0.0,5202.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",REDSTONE SUMNER M,,0001225208-19-015414,non_derivative,2019-12-04,A,23.0,0.0,63.0,D,Class A common stock,,,,
813828,2019-12-06,"VIACA,VIAC",COUNTRYMAN GARY L,,0001225208-19-015405,non_derivative,2019-12-04,M,3950.0,0.0,67427.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",COUNTRYMAN GARY L,,0001225208-19-015405,derivative,2019-12-04,M,3950.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3950.0,,
813828,2019-12-06,"VIACA,VIAC",Minow Martha L.,,0001225208-19-015404,non_derivative,2019-12-04,M,3950.0,0.0,9768.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Minow Martha L.,,0001225208-19-015404,non_derivative,2019-12-04,A,53.0,0.0,9821.0,D,Class B common stock,,,,
813828,2019-12-06,"VIACA,VIAC",Spade Christina,,0001225208-19-015411,derivative,2019-12-04,A,14728.0,0.0,29456.0,D,Restricted Share Units,Class B common stock,14728.0,,
813828,2019-12-06,"VIACA,VIAC",Franco Laura,,0001225208-19-015409,derivative,2019-12-04,A,11459.0,0.0,23900.0,D,Restricted Share Units,Class B common stock,11459.0,,
813828,2019-12-06,"VIACA,VIAC",Seligman Nicole,,0000947871-19-000929,derivative,2019-12-04,A,3546.0,,3546.0,D,Restricted Share Units,Class B Common Stock,3546.0,,
813828,2019-12-06,"VIACA,VIAC",Dalimonte Christa A,,0000947871-19-000936,derivative,2019-12-04,A,4579.0,,4579.0,D,Employee Stock Option (Right to Buy),Class B Common Stock,4579.0,116.66,
813828,2019-12-06,"VIACA,VIAC",MCHALE JUDITH,,0000947871-19-000930,derivative,2019-12-04,A,3546.0,,3546.0,D,Restricted Share Units,Class B Common Stock,3546.0,,
813828,2019-12-06,"VIACA,VIAC",Lea DeDe,,0000947871-19-000935,derivative,2019-12-04,A,6274.0,,6274.0,D,Performance Share Units,Class B Common Stock,6274.0,,
813828,2019-12-06,"VIACA,VIAC",Dalimonte Christa A,,0000947871-19-000936,derivative,2019-12-04,A,690.0,,690.0,D,Restricted Share Units,Class B Common Stock,690.0,,
813828,2019-12-06,"VIACA,VIAC",Dalimonte Christa A,,0000947871-19-000936,derivative,2019-12-04,A,7170.0,,7170.0,D,Performance Share Units,Class B Common Stock,7170.0,,
813828,2019-12-06,"VIACA,VIAC",Lea DeDe,,0000947871-19-000935,non_derivative,2019-12-04,A,29760.0,,29760.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Lea DeDe,,0000947871-19-000935,derivative,2019-12-04,A,7851.0,,7851.0,D,Employee Stock Option (Right to Buy),Class B Common Stock,7851.0,79.18,
813828,2019-12-06,"VIACA,VIAC",Lea DeDe,,0000947871-19-000935,derivative,2019-12-04,A,1611.0,,1611.0,D,Restricted Share Units,Class B Common Stock,1611.0,,
813828,2019-12-06,"VIACA,VIAC",ZELNICK STRAUSS,,0001225208-19-015406,derivative,2019-12-04,M,3950.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3950.0,,
813828,2019-12-06,"VIACA,VIAC",Gill Charest Katherine,,0000947871-19-000934,non_derivative,2019-12-04,A,9905.0,,9905.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Gill Charest Katherine,,0000947871-19-000934,derivative,2019-12-04,A,6761.0,,6761.0,D,Employee Stock Option (Right to Buy),Class B Common Stock,6761.0,79.18,
813828,2019-12-06,"VIACA,VIAC",Gill Charest Katherine,,0000947871-19-000934,derivative,2019-12-04,A,748.0,,748.0,D,Restricted Share Units,Class B Common Stock,748.0,,
813828,2019-12-06,"VIACA,VIAC",Seligman Nicole,,0000947871-19-000929,non_derivative,2019-12-04,A,5935.0,,5935.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Minow Martha L.,,0001225208-19-015404,derivative,2019-12-04,M,3950.0,0.0,0.0,D,Restricted Share Units,Class B common stock,3950.0,,
813828,2019-12-06,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0000947871-19-000931,derivative,2019-12-04,A,3546.0,,3546.0,D,Restricted Share Units,Class B Common Stock,3546.0,,
813828,2019-12-06,"VIACA,VIAC",Phelps Julia,,0000947871-19-000933,derivative,2019-12-04,A,173.0,,173.0,D,Restricted Share Units,Class B Common Stock,173.0,,
813828,2019-12-06,"VIACA,VIAC",MCHALE JUDITH,,0000947871-19-000930,non_derivative,2019-12-04,A,8898.0,,8898.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0000947871-19-000931,derivative,2019-12-04,A,1109.0,,1109.0,D,Director Stock Option (Right to Buy),Class B Common Stock,1109.0,69.69,
813828,2019-12-06,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0000947871-19-000931,non_derivative,2019-12-04,A,45296.0,,45296.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Bakish Robert M,,0000947871-19-000932,derivative,2019-12-04,A,49274.0,,49274.0,D,Performance Share Units,Class B Common Stock,49274.0,,
813828,2019-12-06,"VIACA,VIAC",Phelps Julia,,0000947871-19-000933,derivative,2019-12-04,A,2067.0,,2067.0,D,Employee Stock Option (Right to Buy),Class B Common Stock,2067.0,65.17,
813828,2019-12-06,"VIACA,VIAC",Bakish Robert M,,0000947871-19-000932,derivative,2019-12-04,A,5178.0,,5178.0,D,Restricted Share Units,Class B Common Stock,5178.0,,
813828,2019-12-06,"VIACA,VIAC",Bakish Robert M,,0000947871-19-000932,derivative,2019-12-04,A,47134.0,,47134.0,D,Employee Stock Option (Right to Buy),Class B Common Stock,47134.0,79.18,
813828,2019-12-06,"VIACA,VIAC",Bakish Robert M,,0000947871-19-000932,non_derivative,2019-12-04,A,242195.0,,242195.0,D,Class B Common Stock,,,,
813828,2019-12-06,"VIACA,VIAC",Phelps Julia,,0000947871-19-000933,derivative,2019-12-04,A,3586.0,,3586.0,D,Performance Share Units,Class B Common Stock,3586.0,,
813828,2019-12-06,"VIACA,VIAC",Phelps Julia,,0000947871-19-000933,non_derivative,2019-12-04,A,5570.0,,5570.0,D,Class B Common Stock,,,,
813828,2019-12-12,"VIACA,VIAC",Seligman Nicole,,0001225208-19-015726,derivative,2019-12-11,A,447.0,0.0,447.0,D,Restricted Share Units,Class B common stock,447.0,,
813828,2019-12-12,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0001225208-19-015725,derivative,2019-12-11,A,447.0,0.0,447.0,D,Restricted Share Units,Class B common stock,447.0,,
813828,2019-12-12,"VIACA,VIAC",NELSON RONALD L,,0001225208-19-015724,derivative,2019-12-11,A,447.0,0.0,447.0,D,Restricted Share Units,Class B common stock,447.0,,
813828,2019-12-12,"VIACA,VIAC",MCHALE JUDITH,,0001225208-19-015723,derivative,2019-12-11,A,447.0,0.0,447.0,D,Restricted Share Units,Class B common stock,447.0,,
813828,2019-12-18,"VIACA,VIAC",Phillips Nancy R,,0001209191-19-061122,derivative,2019-12-16,A,75471.0,,75471.0,D,Restricted Share Units,Class B Common Stock,75471.0,,
813828,2020-01-03,"VIACA,VIAC",Klieger Robert N.,,0001225208-20-000318,derivative,2020-01-01,A,306.0,41.97,2552.0,D,Phantom Class B Common Stock Units,Class B common stock,306.0,,
813828,2020-01-03,"VIACA,VIAC",Beinecke Candace K,,0001225208-20-000316,derivative,2020-01-01,A,642.0,41.97,3637.0,D,Phantom Class B Common Stock Units,Class B common stock,642.0,,
813828,2020-01-03,"VIACA,VIAC",GOLDNER BRIAN,,0001225208-20-000317,derivative,2020-01-01,A,656.0,44.87,3476.0,D,Phantom Class A Common Stock Units,Class A common stock,656.0,,
813828,2020-01-03,"VIACA,VIAC",GOLDNER BRIAN,,0001225208-20-000317,derivative,2020-01-01,A,702.0,41.97,3605.0,D,Phantom Class B Common Stock Units,Class B common stock,702.0,,
813828,2020-01-03,"VIACA,VIAC",Beinecke Candace K,,0001225208-20-000316,derivative,2020-01-01,A,601.0,44.87,3509.0,D,Phantom Class A Common Stock Units,Class A common stock,601.0,,
813828,2020-01-03,"VIACA,VIAC",Klieger Robert N.,,0001225208-20-000318,derivative,2020-01-01,A,286.0,44.87,2502.0,D,Phantom Class A Common Stock Units,Class A common stock,286.0,,
813828,2020-01-03,"VIACA,VIAC",TERRELL FREDERICK,,0001225208-20-000320,derivative,2020-01-01,A,621.0,44.87,2894.0,D,Phantom Class A Common Stock Units,Class A common stock,621.0,,
813828,2020-01-03,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-000321,derivative,2020-01-01,A,345.0,41.97,345.0,D,Phantom Class B Common Stock Units,Class B common stock,345.0,,
813828,2020-01-03,"VIACA,VIAC",TERRELL FREDERICK,,0001225208-20-000320,derivative,2020-01-01,A,663.0,41.97,3019.0,D,Phantom Class B Common Stock Units,Class B common stock,663.0,,
813828,2020-01-03,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-000321,derivative,2020-01-01,A,323.0,44.87,323.0,D,Phantom Class A Common Stock Units,Class A common stock,323.0,,
813828,2020-01-03,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-000319,derivative,2020-01-01,A,971.0,44.87,19172.0,D,Phantom Class A Common Stock Units,Class A common stock,971.0,,
813828,2020-01-03,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-000319,derivative,2020-01-01,A,1038.0,41.97,19475.0,D,Phantom Class B Common Stock Units,Class B common stock,1038.0,,
813828,2020-02-04,"VIACA,VIAC",Lea DeDe,,0001209191-20-006728,non_derivative,2020-01-31,F,415.0,34.13,30438.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-001616,derivative,2020-01-31,M,3546.0,,0.0,D,Restricted Share Units,Class B common stock,3546.0,,
813828,2020-02-04,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-001614,non_derivative,2020-01-31,M,3546.0,0.0,178815.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-001614,non_derivative,2020-01-31,A,575.0,0.0,179390.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-001614,derivative,2020-01-31,M,3546.0,,0.0,D,Restricted Share Units,Class B common stock,3546.0,,
813828,2020-02-04,"VIACA,VIAC",REDSTONE SHARI,,0001225208-20-001614,non_derivative,2020-02-01,A,146.0,0.0,179536.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",NELSON RONALD L,,0001225208-20-001611,non_derivative,2020-01-31,A,129.0,0.0,21484.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0001225208-20-001612,non_derivative,2020-01-31,M,3546.0,0.0,48844.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",GRIEGO LINDA M,,0001225208-20-001615,non_derivative,2020-01-31,A,623.0,0.0,46397.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",NELSON RONALD L,,0001225208-20-001611,derivative,2020-01-31,M,3546.0,,0.0,D,Restricted Share Units,Class B common stock,3546.0,,
813828,2020-02-04,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0001225208-20-001612,non_derivative,2020-01-31,A,129.0,0.0,48973.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",NELSON RONALD L,,0001225208-20-001611,non_derivative,2020-01-31,M,3546.0,0.0,21355.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",PHILLIPS JR CHARLES E,,0001225208-20-001612,derivative,2020-01-31,M,3546.0,,0.0,D,Restricted Share Units,Class B common stock,3546.0,,
813828,2020-02-04,"VIACA,VIAC",Lea DeDe,,0001209191-20-006728,derivative,2020-01-31,M,1093.0,,2186.0,D,Restricted Share Units,Class B Common Stock,1093.0,,
813828,2020-02-04,"VIACA,VIAC",Seligman Nicole,,0001225208-20-001613,derivative,2020-01-31,M,3546.0,,0.0,D,Restricted Share Units,Class B common stock,3546.0,,
813828,2020-02-04,"VIACA,VIAC",Gill Charest Katherine,,0001209191-20-006727,derivative,2020-01-31,M,870.0,,1740.0,D,Restricted Share Units,Class B Common Stock,870.0,,
813828,2020-02-04,"VIACA,VIAC",Seligman Nicole,,0001225208-20-001613,non_derivative,2020-01-31,M,3546.0,0.0,9483.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",Seligman Nicole,,0001225208-20-001613,non_derivative,2020-01-31,A,129.0,0.0,9612.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-001616,non_derivative,2020-01-31,A,129.0,0.0,12606.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",Phelps Julia,,0001209191-20-006729,non_derivative,2020-01-31,M,624.0,,6200.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",Lea DeDe,,0001209191-20-006728,non_derivative,2020-01-31,M,1093.0,,30853.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",Phelps Julia,,0001209191-20-006729,derivative,2020-01-31,M,624.0,,1249.0,D,Restricted Share Units,Class B Common Stock,624.0,,
813828,2020-02-04,"VIACA,VIAC",Phelps Julia,,0001209191-20-006729,non_derivative,2020-01-31,F,271.0,34.13,5929.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-001616,non_derivative,2020-01-31,M,3546.0,0.0,12477.0,D,Class B common stock,,,,
813828,2020-02-04,"VIACA,VIAC",Gill Charest Katherine,,0001209191-20-006727,non_derivative,2020-01-31,F,341.0,34.13,10490.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",Dalimonte Christa A,,0001209191-20-006726,derivative,2020-01-31,M,1970.0,,3938.0,D,Restricted Share Units,Class B Common Stock,1970.0,,
813828,2020-02-04,"VIACA,VIAC",Gill Charest Katherine,,0001209191-20-006727,non_derivative,2020-01-31,M,870.0,,10831.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",Dalimonte Christa A,,0001209191-20-006726,non_derivative,2020-01-31,M,1970.0,,18823.0,D,Class B Common Stock,,,,
813828,2020-02-04,"VIACA,VIAC",Dalimonte Christa A,,0001209191-20-006726,non_derivative,2020-01-31,F,741.0,34.13,18082.0,D,Class B Common Stock,,,,
813828,2020-02-19,"VIACA,VIAC",MCHALE JUDITH,,0001225208-20-002876,non_derivative,2020-02-15,M,447.0,0.0,13053.0,D,Class B common stock,,,,
